ticker,industry
USAP,steel
USAS,precious metals & minerals
USAT,it services & consulting
USAU,gold
USB,banks
USCI,exchange traded fund
USCR,construction materials
USD,exchange traded fund
USDP,construction & engineering
USDU,exchange traded fund
USDY,exchange traded fund
USEG,mining support services & equipment
USEQ,exchange traded fund
USFD,food retail & distribution
USFR,exchange traded fund
USG,construction materials
USHY,exchange traded fund
USL,exchange traded fund
USLB,exchange traded fund
USLM,construction supplies & fixtures
USM,wireless telecommunications services
USMC,exchange traded fund
USMF,exchange traded fund
USMV,exchange traded fund
USNA,personal products
USO,exchange traded fund
USOD,exchange traded fund
USOU,exchange traded fund
USPH,healthcare facilities & services
USRT,exchange traded fund
UST,exchange traded fund
USTB,exchange traded fund
USVM,exchange traded fund
UTES,exchange traded fund
UTHR,biotechnology & medical research
UTI,business support services
UTL,electric utilities
UTLF,exchange traded fund
UTMD,"medical equipment, supplies & distribution"
UTSI,communications & networking
UTSL,exchange traded fund
UTX,aerospace & defense
UUP,exchange traded fund
UUU,communications & networking
UUUU,uranium
UVE,property & casualty insurance
UVSP,banks
UVV,tobacco
UVXY,exchange traded fund
UWM,exchange traded fund
UWN,casinos & gaming
UXI,exchange traded fund
UYG,exchange traded fund
UYM,exchange traded fund
V,internet services
VAC,"hotels, motels & cruise lines"
VALE,steel
VALQ,exchange traded fund
VALU,professional information services
VALX,exchange traded fund
VAMO,exchange traded fund
VAR,advanced medical equipment & technology
VAW,exchange traded fund
VB,exchange traded fund
VBFC,banks
VBK,exchange traded fund
VBLT,biotechnology & medical research
VBND,exchange traded fund
VBR,exchange traded fund
VBTX,banks
VCEL,pharmaceuticals
VCIT,exchange traded fund
VCLT,exchange traded fund
VCO,distillers & wineries
VCR,exchange traded fund
VCRA,communications & networking
VCSH,exchange traded fund
VCYT,biotechnology & medical research
VDC,exchange traded fund
VDE,exchange traded fund
VEA,exchange traded fund
VEAC,holding companies
VEACU,holding companies
VEC,business support services
VECO,semiconductors
VEDL,specialty mining & metals
VEEV,advanced medical equipment & technology
VEGA,exchange traded fund
VEGI,exchange traded fund
VEON,wireless telecommunications services
VER,commercial reits
VERI,it services & consulting
VERU,pharmaceuticals
VESH,exchange traded fund
VETS,exchange traded fund
VEU,exchange traded fund
VFC,apparel & accessories
VFH,exchange traded fund
VFLQ,exchange traded fund
VFMF,exchange traded fund
VFMO,exchange traded fund
VFMV,exchange traded fund
VFQY,exchange traded fund
VFVA,exchange traded fund
VG,wireless telecommunications services
VGIT,exchange traded fund
VGK,exchange traded fund
VGLT,exchange traded fund
VGR,tobacco
VGSH,exchange traded fund
VGT,exchange traded fund
VGZ,gold
VHC,it services & consulting
VHI,specialty chemicals
VHT,exchange traded fund
VIA,entertainment production
VIAB,entertainment production
VIAV,communications & networking
VICI,specialized reits
VICL,biotechnology & medical research
VICR,semiconductors
VIDI,exchange traded fund
VIG,exchange traded fund
VIGI,exchange traded fund
VII,communications & networking
VIOG,exchange traded fund
VIOO,exchange traded fund
VIOV,exchange traded fund
VIPS,discount stores
VIRC,business support supplies
VIRT,financial & commodity market operators
VIS,exchange traded fund
VISI,employment services
VIV,integrated telecommunications services
VIVE,advanced medical equipment & technology
VIVO,"medical equipment, supplies & distribution"
VIXM,exchange traded fund
VIXY,exchange traded fund
VJET,office equipment
VKTX,biotechnology & medical research
VLGEA,food retail & distribution
VLO,oil & gas refining and marketing
VLP,oil & gas transportation services
VLRS,airlines
VLRX,"medical equipment, supplies & distribution"
VLU,exchange traded fund
VLUE,exchange traded fund
VLY,banks
VMAX,exchange traded fund
VMBS,exchange traded fund
VMC,construction materials
VMI,construction supplies & fixtures
VMIN,exchange traded fund
VMW,it services & consulting
VNCE,apparel & accessories
VNDA,biotechnology & medical research
VNET,it services & consulting
VNLA,exchange traded fund
VNM,exchange traded fund
VNO,commercial reits
VNOM,oil & gas exploration and production
VNQ,exchange traded fund
VNQI,exchange traded fund
VNRX,"medical equipment, supplies & distribution"
VNTR,specialty chemicals
VO,exchange traded fund
VOC,integrated oil & gas
VOD,wireless telecommunications services
VOE,exchange traded fund
VONE,exchange traded fund
VONG,exchange traded fund
VONV,exchange traded fund
VOO,exchange traded fund
VOOG,exchange traded fund
VOOV,exchange traded fund
VOT,exchange traded fund
VOX,exchange traded fund
VOXX,"auto vehicles, parts & service retailers"
VOYA,life & health insurance
VPG,industrial machinery & equipment
VPL,exchange traded fund
VPU,exchange traded fund
VR,reinsurance
VRA,apparel & accessories
VRAY,advanced medical equipment & technology
VREX,advanced medical equipment & technology
VRIG,exchange traded fund
VRML,biotechnology & medical research
VRNA,biotechnology & medical research
VRNS,software
VRNT,it services & consulting
VRP,exchange traded fund
VRS,paper products
VRSK,it services & consulting
VRSN,it services & consulting
VRTS,investment management & fund operators
VRTU,it services & consulting
VRTV,paper products
VRTX,biotechnology & medical research
VRX,pharmaceuticals
VSAR,biotechnology & medical research
VSAT,communications & networking
VSDA,exchange traded fund
VSEC,aerospace & defense
VSH,semiconductors
VSI,other specialty retailers
VSLR,electric utilities
VSM,specialty chemicals
VSMV,exchange traded fund
VSS,exchange traded fund
VST,electric utilities
VSTM,biotechnology & medical research
VSTO,recreational products
VT,exchange traded fund
VTEB,exchange traded fund
VTGN,pharmaceuticals
VTHR,exchange traded fund
VTI,exchange traded fund
VTIP,exchange traded fund
VTIQU,holding companies
VTL,biotechnology & medical research
VTNR,environmental services & equipment
VTR,specialized reits
VTSI,aerospace & defense
VTV,exchange traded fund
VTVT,biotechnology & medical research
VTWG,exchange traded fund
VTWO,exchange traded fund
VTWV,exchange traded fund
VUG,exchange traded fund
VUSE,exchange traded fund
VUZI,phones & handheld devices
VV,exchange traded fund
VVC,natural gas utilities
VVI,advertising & marketing
VVPR,electric utilities
VVUS,pharmaceuticals
VVV,specialty chemicals
VWO,exchange traded fund
VWOB,exchange traded fund
VXF,exchange traded fund
VXRT,biotechnology & medical research
VXUS,exchange traded fund
VYGR,biotechnology & medical research
VYM,exchange traded fund
VYMI,exchange traded fund
VZ,integrated telecommunications services
W,department stores
WAAS,water utilities
WAB,heavy machinery & vehicles
WABC,banks
WAFD,banks
WAGE,business support services
WAIR,aerospace & defense
WAL,banks
WASH,banks
WAT,advanced medical equipment & technology
WATT,electrical components & equipment
WB,internet services
WBA,drug retailers
WBAI,casinos & gaming
WBC,heavy machinery & vehicles
WBIA,exchange traded fund
WBIB,exchange traded fund
WBIC,exchange traded fund
WBID,exchange traded fund
WBIE,exchange traded fund
WBIF,exchange traded fund
WBIG,exchange traded fund
WBIH,exchange traded fund
WBII,exchange traded fund
WBIL,exchange traded fund
WBIR,exchange traded fund
WBIY,exchange traded fund
WBK,banks
WBS,banks
WBT,industrial machinery & equipment
WCC,electrical components & equipment
WCFB,banks
WCG,managed health care
WCHN,exchange traded fund
WCN,environmental services & equipment
WD,banks
WDAY,software
WDC,computer hardware
WDFC,household products
WDIV,exchange traded fund
WDR,investment management & fund operators
WDRW,exchange traded fund
WEAT,exchange traded fund
WEB,it services & consulting
WEBK,banks
WEC,electric utilities
WELL,specialized reits
WEN,restaurants & bars
WERN,ground freight & logistics
WES,oil & gas refining and marketing
WETF,investment management & fund operators
WEX,business support services
WEYS,footwear
WF,banks
WFC,banks
WFHY,exchange traded fund
WFIG,exchange traded fund
WFT,oil related services and equipment
WGL,natural gas utilities
WGO,recreational products
WGP,oil & gas refining and marketing
WHD,oil related services and equipment
WHF,closed end funds
WHG,investment management & fund operators
WHLM,employment services
WHLR,commercial reits
WHR,"appliances, tools & housewares"
WIFI,wireless telecommunications services
WILC,food retail & distribution
WIN,integrated telecommunications services
WINA,other specialty retailers
WING,restaurants & bars
WINS,investment trusts
WIP,exchange traded fund
WIRE,electrical components & equipment
WIT,it services & consulting
WIX,it services & consulting
WK,software
WKHS,auto & truck manufacturers
WLDN,business support services
WLFC,corporate financial services
WLH,homebuilding
WLK,commodity chemicals
WLKP,commodity chemicals
WLL,oil & gas exploration and production
WLTW,multiline insurance & brokers
WM,environmental services & equipment
WMB,oil & gas transportation services
WMC,specialized reits
WMCR,exchange traded fund
WMGI,"medical equipment, supplies & distribution"
WMIH,reinsurance
WMK,food retail & distribution
WMLP,coal
WMS,construction supplies & fixtures
WMT,food retail & distribution
WNC,heavy machinery & vehicles
WNEB,banks
WNS,business support services
WOOD,exchange traded fund
WOR,steel
WOW,broadcasting
WP,business support services
WPC,commercial reits
WPG,commercial reits
WPM,precious metals & minerals
WPP,advertising & marketing
WPRT,"auto, truck & motorcycle parts"
WPS,exchange traded fund
WPX,oil & gas exploration and production
WPZ,oil & gas exploration and production
WRB,property & casualty insurance
WRD,oil & gas exploration and production
WRE,commercial reits
WREI,exchange traded fund
WRI,commercial reits
WRK,paper packaging
WRLD,consumer lending
WRLS,holding companies
WRLSU,holding companies
WRN,integrated mining
WSBC,banks
WSBF,banks
WSC,corporate financial services
WSCI,industrial machinery & equipment
WSFS,banks
WSKY,exchange traded fund
WSM,home furnishings retailers
WSO,electrical components & equipment
WSO.B,electrical components & equipment
WSR,commercial reits
WST,"medical equipment, supplies & distribution"
WSTG,computer hardware
WSTL,phones & handheld devices
WTBA,banks
WTFC,banks
WTI,oil & gas exploration and production
WTM,property & casualty insurance
WTMF,exchange traded fund
WTR,water utilities
WTS,industrial machinery & equipment
WTT,industrial machinery & equipment
WTTR,oil related services and equipment
WTW,personal services
WU,business support services
WUBA,internet services
WVE,biotechnology & medical research
WVFC,banks
WVVI,distillers & wineries
WWD,industrial machinery & equipment
WWE,entertainment production
WWR,uranium
WWW,footwear
WY,specialized reits
WYDE,exchange traded fund
WYND,"hotels, motels & cruise lines"
WYNN,casinos & gaming
WYY,it services & consulting
X,steel
XAN,specialized reits
XAR,exchange traded fund
XBI,exchange traded fund
XBIO,biotechnology & medical research
XBIT,biotechnology & medical research
XCEM,exchange traded fund
XCRA,semiconductor equipment & testing
XDIV,exchange traded fund
XEC,oil & gas exploration and production
XEL,electric utilities
XELA,business support services
XELB,apparel & accessories retailers
XENE,biotechnology & medical research
XENT,"medical equipment, supplies & distribution"
XES,exchange traded fund
XGTI,communications & networking
XHB,exchange traded fund
XHE,exchange traded fund
XHR,specialized reits
XHS,exchange traded fund
XIN,real estate development & operations
XINA,exchange traded fund
XITK,exchange traded fund
XKFS,exchange traded fund
XKII,exchange traded fund
XKST,exchange traded fund
XL,property & casualty insurance
XLB,exchange traded fund
XLE,exchange traded fund
XLF,exchange traded fund
XLG,exchange traded fund
XLI,exchange traded fund
XLK,exchange traded fund
XLNX,semiconductors
XLP,exchange traded fund
XLRE,exchange traded fund
XLRN,biotechnology & medical research
XLU,exchange traded fund
XLV,exchange traded fund
XLY,exchange traded fund
XME,exchange traded fund
XMLV,exchange traded fund
XMPT,exchange traded fund
XMX,exchange traded fund
XNCR,biotechnology & medical research
XNET,it services & consulting
XNTK,exchange traded fund
XOG,oil & gas exploration and production
XOM,oil & gas refining and marketing
XOMA,biotechnology & medical research
XON,biotechnology & medical research
XONE,commercial printing services
XOP,exchange traded fund
XOXO,advertising & marketing
XPER,semiconductors
XPH,exchange traded fund
XPL,specialty mining & metals
XPLR,computer hardware
XPO,ground freight & logistics
XPP,exchange traded fund
XRAY,"medical equipment, supplies & distribution"
XRF,consumer lending
XRLV,exchange traded fund
XRM,textiles & leather goods
XRT,exchange traded fund
XRX,office equipment
XSD,exchange traded fund
XSHD,exchange traded fund
XSHQ,exchange traded fund
XSLV,exchange traded fund
XSOE,exchange traded fund
XSPA,software
XSPL,toys & juvenile products
XSW,exchange traded fund
XT,exchange traded fund
XTH,exchange traded fund
XTL,exchange traded fund
XTLB,biotechnology & medical research
XTN,exchange traded fund
XTNT,advanced medical equipment & technology
XWEB,exchange traded fund
XXII,environmental services & equipment
XYL,industrial machinery & equipment
Y,property & casualty insurance
